Key,File,Type,UsedInMainMenu,NoTranslate,english
DoughsR192_zombieSkateboarderFeral,entityclasses,Entity,,,Amen the Highly Vengeful and Bloodcurdling
DoughsR193_zombieSoldier,entityclasses,Entity,,,Buttercup the Alcoholic Fallen Soldier
DoughsR194_zombieBusinessMan,entityclasses,Entity,,,Goldie the Demonic
DoughsR195_zombieFarmerFeral,entityclasses,Entity,,,Vye Brator the Violent and Really Pissed
DoughsR196_zombieLabRadiated,entityclasses,Entity,,,Style the Scary and Very Awful
DoughsR197_zombieJoeFeral,entityclasses,Entity,,,Bear the Mental and Depraved
DoughsR198_zombieDarleneRadiated,entityclasses,Entity,,,Guthrie the Really Rank
DoughsR199_zombieCheerleader,entityclasses,Entity,,,Tatum
DoughsR19_zombieLab,entityclasses,Entity,,,Friday the Unapologetic and Shaking
DoughsR200_zombieFatHawaiianFeral,entityclasses,Entity,,,Reece the Boring Feral Tourist
DoughsR201_zombieWightFeral,entityclasses,Entity,,,Eleven the Scream-worthy and Barbed
DoughsR202_zombieArleneFeral,entityclasses,Entity,,,Oak the Moronic and Majorly Corpselike
DoughsR203_zombieSnowFeral,entityclasses,Entity,,,I.c Yadick the Very Guilty and Relatively Abnormal
DoughsR204_zombieBoeFeral,entityclasses,Entity,,,Giggles the Impatient
DoughsR205_zombieScreamerFeral,entityclasses,Entity,,,Indiana the Indecent and Trashy
DoughsR206_zombieYo,entityclasses,Entity,,,Banta the Obviously Furious Rotting Carcass
DoughsR207_zombieMoeRadiated,entityclasses,Entity,,,Fallon the Freak
DoughsR208_zombieNurseFeral,entityclasses,Entity,,,Goon the Instantly Frisky
DoughsR209_zombieFarmer,entityclasses,Entity,,,Stompie the Very Bad and Internet Worthy
DoughsR20_zombieDarlene,entityclasses,Entity,,,Florian the Very Cold
DoughsR210_zombieFootballPlayer,entityclasses,Entity,,,Reese the Rotten and Wretched
DoughsR211_zombieSoldierRadiated,entityclasses,Entity,,,Rory the Dank
DoughsR212_zombieMarleneFeral,entityclasses,Entity,,,Guadalupe the Wild Feral Woman
DoughsR213_zombieScreamerRadiated,entityclasses,Entity,,,Naga the Harmful and Famously Misunderstood
DoughsR214_zombieWightRadiated,entityclasses,Entity,,,Bubba
DoughsR215_zombieFemaleFatFeral,entityclasses,Entity,,,Santa
DoughsR216_zombieMoe,entityclasses,Entity,,,Riley the Ungodly Bloated Walker
DoughsR217_zombieScreamer,entityclasses,Entity,,,Smarty the Irrational Screamer Zombie
DoughsR218_zombieArleneRadiated,entityclasses,Entity,,,Christmas the Worm Infested and Careless
DoughsR219_zombieMaleHazmat,entityclasses,Entity,,,Stompie the Crushing and Tasteless
DoughsR21_zombieUtilityWorker,entityclasses,Entity,,,Mowgli the Disturbing
DoughsR220_zombieBoeRadiated,entityclasses,Entity,,,Ripley
DoughsR221_zombieSteveFeral,entityclasses,Entity,,,Thinn the Very Perverted and Sad
DoughsR222_zombieDarleneFeral,entityclasses,Entity,,,Quinn the Nasty Feral Mother
DoughsR223_zombieMoeFeral,entityclasses,Entity,,,Briar the Disrespectful
DoughsR224_zombieBikerFeral,entityclasses,Entity,,,Lefty the Obviously Friendless and Empty
DoughsR225_zombieOldTimerFeral,entityclasses,Entity,,,Snickerdoodle the Cruel and Corrupt
DoughsR226_zombieSkateboarder,entityclasses,Entity,,,Jigsaw the Bull-headed
DoughsR227_zombieFemaleFatRadiated,entityclasses,Entity,,,Skinny Jeans the Vindictive and Dastardly
DoughsR228_zombieBusinessManFeral,entityclasses,Entity,,,Amen the Weak Feral Zombie Businessman
DoughsR229_zombieSpiderRadiated,entityclasses,Entity,,,Fart Gobbler
DoughsR22_zombieUtilityWorkerFeral,entityclasses,Entity,,,Ramsey the Weary Feral Utility Worker
DoughsR230_zombieFatCopFeral,entityclasses,Entity,,,Pretzel the Frozen and Sick
DoughsR231_zombieJoeRadiated,entityclasses,Entity,,,Gump the Extra Fluffy and Disrespectful
DoughsR232_zombieSteveCrawlerFeral,entityclasses,Entity,,,Bellamy
DoughsR233_legendaryZombieBusinessMan,entityclasses,Entity,,,Pim the Flirting
DoughsR234_legendaryZombieUtilityWorker,entityclasses,Entity,,,Bubba the Blathering
DoughsR235_zombieSteveRadiated,entityclasses,Entity,,,Kit
DoughsR236_zombieBoe,entityclasses,Entity,,,Memphis
DoughsR237_zombieOldTimer,entityclasses,Entity,,,Jahova the Dirty Minded
DoughsR238_zombieBikerRadiated,entityclasses,Entity,,,Solaris the Tasteless
DoughsR239_zombieOldTimerRadiated,entityclasses,Entity,,,Speedy the Troubled
DoughsR23_zombieBiker,entityclasses,Entity,,,Catamaran the Really Loose Zombie Biker
DoughsR240_zombieSoldierFeral,entityclasses,Entity,,,Pim
DoughsR241_zombieMarleneRadiated,entityclasses,Entity,,,Monroe the Malformed and Troubled
DoughsR242_zombieJoe,entityclasses,Entity,,,Shortie the Cursed
DoughsR243_zombieSkateboarderRadiated,entityclasses,Entity,,,Willow Sage the Stinky
DoughsR244_zombieSnow,entityclasses,Entity,,,Indiana the Contemptible Frozen Lumberjack
DoughsR245_zombieSpiderFeral,entityclasses,Entity,,,Christmas
DoughsR246_zombieJanitor,entityclasses,Entity,,,Destry the Mostly Dickish
DoughsR247_zombieFatCopRadiated,entityclasses,Entity,,,Amen
DoughsR248_zombieCheerleaderRadiated,entityclasses,Entity,,,Landry the Crappy
DoughsR249_zombieDemolition,entityclasses,Entity,,,Punk
DoughsR24_zombieSteveCrawler,entityclasses,Entity,,,Jagger
DoughsR250_legendaryZombieLab,entityclasses,Entity,,,Style the Shadowy and Immoral
DoughsR251_zombieFatCop,entityclasses,Entity,,,Emerson the Witch-approved Infected Policeman
DoughsR252_zombieYoFeral,entityclasses,Entity,,,Denver the Almost Dead
DoughsR253_zombieFemaleFat,entityclasses,Entity,,,Kix the Dankest Hungry Zombie
DoughsR254_zombieSpider,entityclasses,Entity,,,Lakota the Internet Worthy
DoughsR255_zombieJanitorRadiated,entityclasses,Entity,,,Yoga the Rabid and Misunderstood
DoughsR256_zombieMarlene,entityclasses,Entity,,,Asani the Highly Promiscuous
DoughsR257_zombieLabFeral,entityclasses,Entity,,,Stompie the Freak
DoughsR258_zombieFatHawaiian,entityclasses,Entity,,,Nicky the Frightening Disturbed Tourist
DoughsR259_zombieCheerleaderFeral,entityclasses,Entity,,,Blazer the Slimy Feral Cheerleader Zombie
DoughsR25_zombieJanitorFeral,entityclasses,Entity,,,Reynolds the Disgraceful
DoughsR260_zombieNurse,entityclasses,Entity,,,Leighton the Densely Moronic Plagued Nurse
DoughsR261_zombieYoRadiated,entityclasses,Entity,,,Maya Buttreeks the Shady and Moody
DoughsR262_zombieStripper,entityclasses,Entity,,,Seven the Rabid
DoughsR263_zombieBurnt,entityclasses,Entity,,,Speedy the Mummified
DoughsR264_zombieArlene,entityclasses,Entity,,,Stompie
DoughsR265_zombieLab,entityclasses,Entity,,,Oswin the Offensive
DoughsR266_zombieDarlene,entityclasses,Entity,,,Florian the Hateful and Vile
DoughsR267_zombieUtilityWorker,entityclasses,Entity,,,Captain Morgan
DoughsR268_zombieUtilityWorkerFeral,entityclasses,Entity,,,Wayne Kerr the Impatient
DoughsR269_zombieBiker,entityclasses,Entity,,,Grammophon the Painful Zombie Biker
DoughsR26_zombieStripperFeral,entityclasses,Entity,,,London the Tripping and Maximally Violent
DoughsR270_zombieSteveCrawler,entityclasses,Entity,,,Peyton the Highly Disappointing Crawler
DoughsR271_zombieJanitorFeral,entityclasses,Entity,,,Ebony
DoughsR272_zombieStripperFeral,entityclasses,Entity,,,Jahova the Insane
DoughsR273_zombieSteve,entityclasses,Entity,,,Daisy Boo the Calculating and Ever So Dismal
DoughsR274_zombieSkateboarderFeral,entityclasses,Entity,,,Fable
DoughsR275_zombieSoldier,entityclasses,Entity,,,Wilma Fingerdoo the Moderately Hot
DoughsR276_zombieBusinessMan,entityclasses,Entity,,,Dallas the Immature
DoughsR277_zombieFarmerFeral,entityclasses,Entity,,,Correspondent the Unhappy and Very Cold
DoughsR278_zombieLabRadiated,entityclasses,Entity,,,Navy
DoughsR279_zombieJoeFeral,entityclasses,Entity,,,Adair the Nasty
DoughsR27_zombieSteve,entityclasses,Entity,,,Sloan the Shady Reanimated Corpse
DoughsR280_zombieDarleneRadiated,entityclasses,Entity,,,Mercury the Powerfully Stinky
DoughsR281_zombieCheerleader,entityclasses,Entity,,,Arden the Gooey Centered Cheerleader Zombie
DoughsR282_zombieFatHawaiianFeral,entityclasses,Entity,,,Epic
DoughsR283_zombieWightFeral,entityclasses,Entity,,,Wren the Satanic and Eerie
DoughsR284_zombieArleneFeral,entityclasses,Entity,,,Lyle
DoughsR285_zombieSnowFeral,entityclasses,Entity,,,Wilma Fingerdoo the Insensitive and Disturbing
DoughsR286_zombieBoeFeral,entityclasses,Entity,,,Wilma Fingerdoo the Sick and Free-loading
DoughsR287_zombieScreamerFeral,entityclasses,Entity,,,Miffy the Embarrassed To the Bone and Insecure
DoughsR288_zombieYo,entityclasses,Entity,,,Galexy the Possessed and Immoral
DoughsR289_zombieMoeRadiated,entityclasses,Entity,,,Briar the Hyperactive
DoughsR28_zombieSkateboarderFeral,entityclasses,Entity,,,Speedy the Creepy Feral Skater Zombie
DoughsR290_zombieNurseFeral,entityclasses,Entity,,,Severus the Empty Feral Nurse
DoughsR291_zombieFarmer,entityclasses,Entity,,,Egypt the Weary
DoughsR292_zombieFootballPlayer,entityclasses,Entity,,,Fable the Painful
DoughsR293_zombieSoldierRadiated,entityclasses,Entity,,,Seneca the Wailing
DoughsR294_zombieMarleneFeral,entityclasses,Entity,,,Cricket Pearl the Dishonest Feral Woman
DoughsR295_zombieScreamerRadiated,entityclasses,Entity,,,Pearl the Fiercely Loyal and Internet Worthy
DoughsR296_zombieWightRadiated,entityclasses,Entity,,,Fallon the Deadly
DoughsR297_zombieFemaleFatFeral,entityclasses,Entity,,,Breslin the Rude Feral Hungry Zombie
DoughsR298_zombieMoe,entityclasses,Entity,,,Toodles the Disembodied and Whiny
DoughsR299_zombieScreamer,entityclasses,Entity,,,Worm the Rebellious and Dankest
DoughsR29_zombieSoldier,entityclasses,Entity,,,Hero the Nauseous
DoughsR2_zombieCheerleaderRadiated,entityclasses,Entity,,,Jules the Monstrous
DoughsR300_zombieArleneRadiated,entityclasses,Entity,,,Hayden the Witch-approved and Irate
DoughsR301_zombieMaleHazmat,entityclasses,Entity,,,Bond the Tripping Hazardous Worker
DoughsR302_zombieBoeRadiated,entityclasses,Entity,,,Espn the Crappy and Saddened
DoughsR303_zombieSteveFeral,entityclasses,Entity,,,Bear the Scary Feral Corpse
DoughsR304_zombieDarleneFeral,entityclasses,Entity,,,Rambo the Crappy and Crawly
DoughsR305_zombieMoeFeral,entityclasses,Entity,,,Raleigh the Crushing and High-end
DoughsR306_zombieBikerFeral,entityclasses,Entity,,,Kingsley the Most Dank
DoughsR307_zombieOldTimerFeral,entityclasses,Entity,,,Baylor the Obnoxious Feral Zombie Cowboy
DoughsR308_zombieSkateboarder,entityclasses,Entity,,,Sacha the Shameful Skater Punk Zombie
DoughsR309_zombieFemaleFatRadiated,entityclasses,Entity,,,Yuri Nator the Dankest and Crawly
DoughsR30_zombieBusinessMan,entityclasses,Entity,,,Breathless the Pathetic and Eerie
DoughsR310_zombieBusinessManFeral,entityclasses,Entity,,,Tobin
DoughsR311_zombieSpiderRadiated,entityclasses,Entity,,,Buttercup the Hurting and Shameless
DoughsR312_zombieFatCopFeral,entityclasses,Entity,,,Peanut the Psycho Feral Policeman
DoughsR313_zombieJoeRadiated,entityclasses,Entity,,,Couch Potato the Merciless
DoughsR314_zombieSteveCrawlerFeral,entityclasses,Entity,,,Emerson the Putrid
DoughsR315_legendaryZombieBusinessMan,entityclasses,Entity,,,Summer Rain the Very Tactful
DoughsR316_legendaryZombieUtilityWorker,entityclasses,Entity,,,Tatum the Freak
DoughsR317_zombieSteveRadiated,entityclasses,Entity,,,Justice the Depressing and Promiscuous
DoughsR318_zombieBoe,entityclasses,Entity,,,Zen the Hangry
DoughsR319_zombieOldTimer,entityclasses,Entity,,,Fifer the Bitter and Painfully Lewd
DoughsR31_zombieFarmerFeral,entityclasses,Entity,,,Kix the Controlling Feral Zombie Farmer
DoughsR320_zombieBikerRadiated,entityclasses,Entity,,,Alexis the Double-crossing
DoughsR321_zombieOldTimerRadiated,entityclasses,Entity,,,Miller the Very Unholy and Stinky
DoughsR322_zombieSoldierFeral,entityclasses,Entity,,,Morgan the Fugly Feral Soldier
DoughsR323_zombieMarleneRadiated,entityclasses,Entity,,,Naga the Bad
DoughsR324_zombieJoe,entityclasses,Entity,,,Bellamy the Stubborn
DoughsR325_zombieSkateboarderRadiated,entityclasses,Entity,,,Peanut the Dishonest
DoughsR326_zombieSnow,entityclasses,Entity,,,Anita Bath the Out Of Control and Inhuman
DoughsR327_zombieSpiderFeral,entityclasses,Entity,,,Marlo the Useless and Distressed
DoughsR328_zombieJanitor,entityclasses,Entity,,,Clarke the Crummy and Ticked Off
DoughsR329_zombieFatCopRadiated,entityclasses,Entity,,,Onyx the Monstrous
DoughsR32_zombieLabRadiated,entityclasses,Entity,,,Rambo
DoughsR330_zombieCheerleaderRadiated,entityclasses,Entity,,,Saint Lazslo the Slippery
DoughsR331_zombieDemolition,entityclasses,Entity,,,Fish and Chips the Unnerving
DoughsR332_legendaryZombieLab,entityclasses,Entity,,,Quinn the Treacherous
DoughsR333_zombieFatCop,entityclasses,Entity,,,Miffy the Very Mean
DoughsR334_zombieYoFeral,entityclasses,Entity,,,Zion the Insanely Creepy and 1970s Tragic
DoughsR335_zombieFemaleFat,entityclasses,Entity,,,Harley the Lying Hungry Zombie
DoughsR336_zombieSpider,entityclasses,Entity,,,Lyric the Sticky and Totally Smelly
DoughsR337_zombieJanitorRadiated,entityclasses,Entity,,,Khari the Hyperactive and Painful
DoughsR338_zombieMarlene,entityclasses,Entity,,,Devon the Double-crossing
DoughsR339_zombieLabFeral,entityclasses,Entity,,,Gianni the Naughty
DoughsR33_zombieJoeFeral,entityclasses,Entity,,,Hollis the Greedy and Witch-approved
DoughsR340_zombieFatHawaiian,entityclasses,Entity,,,Hero the Witless and Pestilent
DoughsR341_zombieCheerleaderFeral,entityclasses,Entity,,,Fable the Looming Feral Cheerleader Zombie
DoughsR342_zombieNurse,entityclasses,Entity,,,Blue the Misunderstood Plagued Nurse
DoughsR343_zombieYoRadiated,entityclasses,Entity,,,Severus
DoughsR344_zombieStripper,entityclasses,Entity,,,Sage
DoughsR345_zombieBurnt,entityclasses,Entity,,,Shea
DoughsR346_zombieArlene,entityclasses,Entity,,,Zeren the Tripping Putrid Girl
DoughsR347_zombieLab,entityclasses,Entity,,,Titan the Mysterious
DoughsR348_zombieDarlene,entityclasses,Entity,,,Laramie the Sullen
DoughsR349_zombieUtilityWorker,entityclasses,Entity,,,Jahova the Smelly
DoughsR34_zombieDarleneRadiated,entityclasses,Entity,,,Ali
DoughsR350_zombieUtilityWorkerFeral,entityclasses,Entity,,,Destry the Enchanted
DoughsR351_zombieBiker,entityclasses,Entity,,,Brazil the Halfwitted and Disrespectful
DoughsR352_zombieSteveCrawler,entityclasses,Entity,,,Bellamy
DoughsR353_zombieJanitorFeral,entityclasses,Entity,,,Mowgli the Mega Lurid
DoughsR354_zombieStripperFeral,entityclasses,Entity,,,Fart Gobbler the Famously Misunderstood Feral Stripper
DoughsR355_zombieSteve,entityclasses,Entity,,,Jericho the Nasty Reanimated Corpse
DoughsR356_zombieSkateboarderFeral,entityclasses,Entity,,,Oak the Highly Immature and Godawful
DoughsR357_zombieSoldier,entityclasses,Entity,,,Satchel the Super Smelly Fallen Soldier
DoughsR358_zombieBusinessMan,entityclasses,Entity,,,Remington the Cruel-hearted
DoughsR359_zombieFarmerFeral,entityclasses,Entity,,,Blake the Tripping
DoughsR35_zombieCheerleader,entityclasses,Entity,,,Sunday the House-broken
DoughsR360_zombieLabRadiated,entityclasses,Entity,,,Texas the Very Mean
DoughsR361_zombieJoeFeral,entityclasses,Entity,,,Sage the Sticky and Ticked Off
DoughsR362_zombieDarleneRadiated,entityclasses,Entity,,,Texas the Fugly
DoughsR363_zombieCheerleader,entityclasses,Entity,,,Berlin the Shameful
DoughsR364_zombieFatHawaiianFeral,entityclasses,Entity,,,Snickers the Ungodly Feral Tourist
DoughsR365_zombieWightFeral,entityclasses,Entity,,,Bartho the Spine-chilling Feral Wight
DoughsR366_zombieArleneFeral,entityclasses,Entity,,,Endellion
DoughsR367_zombieSnowFeral,entityclasses,Entity,,,Angel the Thoughtless
DoughsR368_zombieBoeFeral,entityclasses,Entity,,,Ariel the Haunted
DoughsR369_zombieScreamerFeral,entityclasses,Entity,,,Coral the House-broken Feral Screamer
DoughsR36_zombieFatHawaiianFeral,entityclasses,Entity,,,Christmas the Ill-tempered Feral Tourist
DoughsR370_zombieYo,entityclasses,Entity,,,Bubblegum the Hellish Rotting Carcass
DoughsR371_zombieMoeRadiated,entityclasses,Entity,,,Talons the Psycho
DoughsR372_zombieNurseFeral,entityclasses,Entity,,,Quarry the Vaguely Immoral and Moronic
DoughsR373_zombieFarmer,entityclasses,Entity,,,Biznes the Hurting Zombie Farmer
DoughsR374_zombieFootballPlayer,entityclasses,Entity,,,Rumi the Dully Annoying
DoughsR375_zombieSoldierRadiated,entityclasses,Entity,,,Fart Maestro the Sickened
DoughsR376_zombieMarleneFeral,entityclasses,Entity,,,Peanut the Hurtful
DoughsR377_zombieScreamerRadiated,entityclasses,Entity,,,Smiley the Afflicted
DoughsR378_zombieWightRadiated,entityclasses,Entity,,,Koi the Empty
DoughsR379_zombieFemaleFatFeral,entityclasses,Entity,,,Anita Bath the Malformed Feral Hungry Zombie
DoughsR37_zombieWightFeral,entityclasses,Entity,,,Sherlock Bones
DoughsR380_zombieMoe,entityclasses,Entity,,,Miffy the Most Dank Bloated Walker
DoughsR381_zombieScreamer,entityclasses,Entity,,,Jafaar the Shaky Screamer Zombie
DoughsR382_zombieArleneRadiated,entityclasses,Entity,,,Asmodeus the Sneaky
DoughsR383_zombieMaleHazmat,entityclasses,Entity,,,Pretzel the Perilous Hazardous Worker
DoughsR384_zombieBoeRadiated,entityclasses,Entity,,,Fart Juggler the Famously Mad
DoughsR385_zombieSteveFeral,entityclasses,Entity,,,Smiley the Haunting
DoughsR386_zombieDarleneFeral,entityclasses,Entity,,,Kal-el the Unholy Feral Mother
DoughsR387_zombieMoeFeral,entityclasses,Entity,,,Jericho the Fluffy
DoughsR388_zombieBikerFeral,entityclasses,Entity,,,Facebook the Misunderstood
DoughsR389_zombieOldTimerFeral,entityclasses,Entity,,,Rylan
DoughsR38_zombieArleneFeral,entityclasses,Entity,,,Nutella the Very Perverted and Hangry
DoughsR390_zombieSkateboarder,entityclasses,Entity,,,Ari the Fiercely-loyal and Immature
DoughsR391_zombieFemaleFatRadiated,entityclasses,Entity,,,Rapunzel
DoughsR392_zombieBusinessManFeral,entityclasses,Entity,,,Hayden the Indecent
DoughsR393_zombieSpiderRadiated,entityclasses,Entity,,,Sutton the Cursed
DoughsR394_zombieFatCopFeral,entityclasses,Entity,,,Banta the Immoral
